polyA_hook	63e04017-6ba0-4014-97e8-a9d19e71d3e6	100.00	35	0	0	1	35	548	582	1e-14	69.9
polyA_hook	b7c182c3-18a3-4af0-b263-0213c2e8177d	100.00	35	0	0	1	35	401	435	1e-14	69.9
polyA_hook	f876deb0-d18a-4b3e-b873-9a8048c91307	100.00	35	0	0	1	35	140	106	1e-14	69.9
polyA_hook	52bb3404-d9a1-4015-a0dc-ad236c0c0bd3	100.00	35	0	0	1	35	620	654	1e-14	69.9
polyA_hook	d5c294c0-b2fe-48e5-bd29-a6be5ba968d8	100.00	35	0	0	1	35	683	717	1e-14	69.9
polyA_hook	edae68b5-99ab-4ce7-bf70-6e384752bb76	100.00	35	0	0	1	35	423	457	1e-14	69.9
polyA_hook	a620444e-0cb3-4600-8f9f-14d990dc6d9d	100.00	35	0	0	1	35	137	103	1e-14	69.9
polyA_hook	337ae86c-7429-495e-903c-cf28c8645f1b	100.00	35	0	0	1	35	152	118	1e-14	69.9
polyA_hook	53c920cb-6cae-4fc4-89ac-e4a8831d8788	100.00	35	0	0	1	35	136	102	1e-14	69.9
polyA_hook	9d5fc111-ec7f-4cdd-aa5c-8b90cad57486	100.00	35	0	0	1	35	172	138	1e-14	69.9
polyA_hook	3b382c08-913c-476f-818f-3eaed6576fba	100.00	35	0	0	1	35	140	106	1e-14	69.9
polyA_hook	3b382c08-913c-476f-818f-3eaed6576fba	100.00	34	0	0	2	35	1146	1179	5e-14	67.9
polyA_hook	74f7eeee-001e-40d5-91f5-1db64c4f803d	100.00	35	0	0	1	35	435	469	1e-14	69.9
polyA_hook	ab840f9c-ce13-47d2-a355-e68571dcb939	100.00	35	0	0	1	35	484	518	1e-14	69.9
polyA_hook	0f3e38c5-fa67-42c8-9b41-4659fb442c21	100.00	35	0	0	1	35	351	385	1e-14	69.9
polyA_hook	19c8316e-ede0-44ff-9187-8ea0ba7bcb8c	100.00	35	0	0	1	35	408	442	1e-14	69.9
polyA_hook	9c403773-dc28-4ea5-9825-8878b0b7f841	100.00	35	0	0	1	35	143	109	1e-14	69.9
polyA_hook	b976b413-94bb-4742-b33b-2a625a31b906	100.00	35	0	0	1	35	322	356	1e-14	69.9
polyA_hook	c0bf5a3d-383e-43a3-9c0b-b34d9a97efc8	100.00	35	0	0	1	35	137	103	1e-14	69.9
polyA_hook	1cd8da86-8eeb-403c-be37-a8c2cbeffeee	100.00	35	0	0	1	35	144	110	1e-14	69.9
polyA_hook	1ba49ab6-2d6a-4969-b2c9-c223f79dd4ab	100.00	35	0	0	1	35	1153	1187	1e-14	69.9
polyA_hook	96448f0d-02ef-4203-9c61-4e4df1af9c9e	100.00	35	0	0	1	35	151	117	1e-14	69.9
polyA_hook	e961cccc-7763-4630-9d98-8222c18a541e	100.00	35	0	0	1	35	145	111	1e-14	69.9
polyA_hook	034a702b-afd4-473e-b529-686410c71b23	100.00	35	0	0	1	35	140	106	1e-14	69.9
polyA_hook	48567e1b-4f4f-424a-9dbd-2e0df774a6c3	100.00	35	0	0	1	35	141	107	1e-14	69.9
polyA_hook	fe7b12c9-0513-4462-a174-a548d685da73	100.00	35	0	0	1	35	339	373	1e-14	69.9
polyA_hook	054fe320-2fd2-46e8-aa01-74546700eccb	100.00	35	0	0	1	35	137	103	1e-14	69.9
polyA_hook	e7da5ddc-a0ca-4b2a-8a76-2c4006abd3f2	100.00	35	0	0	1	35	475	509	1e-14	69.9
polyA_hook	250a6f06-1182-4510-9027-4a1d49b4d40c	100.00	35	0	0	1	35	668	702	1e-14	69.9
